# x_m,y_m,w_tr_right_m,w_tr_left_m
4.3500000000000005,-1.4900000000000002,0.5147815070493501,0.5
4.3,-1.44,0.5,0.55
4.250000000000001,-1.44,0.5315072906367325,0.5315072906367325
4.1499999999999995,-1.34,0.5315072906367325,0.5408326913195984
4.1000000000000005,-1.34,0.570087712549569,0.5147815070493501
3.8500000000000005,-1.09,0.7071067811865476,0.6800735254367722
3.8500000000000005,-1.04,0.70178344238091,0.7280109889280518
3.55,-0.74,0.7762087348130012,0.8139410298049854
3.500000000000001,-0.74,0.7905694150420949,0.7778174593052023
3.45,-0.69,0.7615773105863909,0.7778174593052023
3.3999999999999995,-0.69,0.7762087348130012,0.73824115301167
3.3,-0.5900000000000001,0.7158910531638177,0.7106335201775948
3.250000000000001,-0.5900000000000001,0.7280109889280518,0.6726812023536856
3.1000000000000005,-0.43999999999999995,0.65,0.6403124237432849
3.05,-0.43999999999999995,0.670820393249937,0.6020797289396148
2.8999999999999995,-0.29000000000000004,0.6041522986797286,0.6020797289396148
2.8500000000000005,-0.29000000000000004,0.6184658438426491,0.5656854249492381
2.75,-0.18999999999999995,0.5590169943749475,0.570087712549569
2.7,-0.18999999999999995,0.5830951894845301,0.5408326913195984
2.6500000000000004,-0.14000000000000012,0.570087712549569,0.5590169943749475
2.6000000000000005,-0.14000000000000012,0.5852349955359814,0.5385164807134504
2.55,-0.08999999999999986,0.5590169943749475,0.5590169943749475
2.5,-0.08999999999999986,0.5830951894845301,0.5385164807134504
2.45,-0.040000000000000036,0.5590169943749475,0.5590169943749475
2.3,-0.040000000000000036,0.6041522986797286,0.5099019513592785
2.25,0.009999999999999787,0.570087712549569,0.552268050859363
2.1000000000000005,0.009999999999999787,0.6264982043070835,0.55
2.05,0.06000000000000005,0.6041522986797286,0.6000000000000001
1.9000000000000004,0.06000000000000005,0.6670832032063168,0.6000000000000001
1.8500000000000005,0.10999999999999988,0.632455532033676,0.651920240520265
1.6000000000000005,0.10999999999999988,0.75,0.7000000000000001
1.5499999999999998,0.16000000000000014,0.7433034373659253,0.75
1.4500000000000002,0.16000000000000014,0.8139410298049854,0.75
1.4000000000000004,0.20999999999999996,0.8062257748298549,0.8
1.25,0.20999999999999996,0.8860022573334675,0.8
1.2000000000000002,0.26000000000000023,0.8544003745317531,0.8500000000000001
1.0499999999999998,0.26000000000000023,0.9178779875342911,0.8500000000000001
1.0,0.31000000000000005,0.894427190999916,0.894427190999916
0.9500000000000002,0.31000000000000005,0.9178779875342911,0.873212459828649
0.9000000000000004,0.3599999999999999,0.894427190999916,0.894427190999916
0.7999999999999998,0.3599999999999999,0.9340770846134703,0.8544003745317531
0.75,0.41000000000000014,0.9013878188659974,0.8860022573334675
0.7000000000000002,0.41000000000000014,0.9192388155425117,0.873212459828649
0.6000000000000005,0.5100000000000002,0.8631338250816034,0.894427190999916
0.5499999999999998,0.5100000000000002,0.873212459828649,0.8500000000000001
0.4500000000000002,0.6099999999999999,0.8077747210701756,0.8062257748298549
0.40000000000000036,0.6099999999999999,0.8246211251235321,0.7632168761236874
0.25,0.7600000000000002,0.7158910531638177,0.7433034373659253
0.20000000000000018,0.7600000000000002,0.7280109889280518,0.7106335201775948
0.15000000000000036,0.81,0.696419413859206,0.7211102550927979
0.10000000000000053,0.81,0.7158910531638177,0.6946221994724903
0.04999999999999982,0.8599999999999999,0.6946221994724903,0.7158910531638177
0.0,0.8599999999999999,0.7158910531638177,0.696419413859206
0.0,0.9100000000000001,0.670820393249937,0.7000000000000001
-0.09999999999999964,1.0100000000000002,0.6403124237432849,0.6000000000000001
-0.09999999999999964,1.06,0.6020797289396148,0.5852349955359814
-0.14999999999999947,1.1099999999999999,0.6020797289396148,0.5220153254455275
-0.14999999999999947,1.56,0.45,0.38078865529319544
-0.09999999999999964,1.6099999999999999,0.4,0.41231056256176607
-0.09999999999999964,1.81,0.41231056256176607,0.3535533905932738
-0.04999999999999982,1.8599999999999999,0.38078865529319544,0.38078865529319544
-0.04999999999999982,1.9099999999999997,0.40311288741492746,0.3640054944640259
0.0,1.9600000000000004,0.38078865529319544,0.40311288741492746
0.0,2.0100000000000002,0.40311288741492746,0.38078865529319544
0.04999999999999982,2.06,0.3905124837953327,0.41231056256176607
0.04999999999999982,2.11,0.4242640687119285,0.3905124837953327
0.20000000000000018,2.2600000000000002,0.4242640687119285,0.4301162633521314
0.20000000000000018,2.31,0.4609772228646444,0.40311288741492746
0.2999999999999998,2.4099999999999997,0.49244289008980524,0.4301162633521314
0.7000000000000002,2.4099999999999997,0.45,0.4609772228646444
0.75,2.36,0.4,0.49244289008980524
0.9000000000000004,2.36,0.42720018726587655,0.42720018726587655
0.9500000000000002,2.31,0.40311288741492746,0.4609772228646444
1.0499999999999998,2.31,0.447213595499958,0.42720018726587655
1.1000000000000005,2.2600000000000002,0.41231056256176607,0.447213595499958
1.1500000000000004,2.2600000000000002,0.42720018726587655,0.42720018726587655
1.2000000000000002,2.2100000000000004,0.40311288741492746,0.447213595499958
1.25,2.2100000000000004,0.42720018726587655,0.42720018726587655
1.2999999999999998,2.1599999999999997,0.40311288741492746,0.447213595499958
1.4000000000000004,2.1599999999999997,0.42720018726587655,0.41231056256176607
1.4500000000000002,2.11,0.40311288741492746,0.447213595499958
1.5,2.11,0.42720018726587655,0.42720018726587655
1.5499999999999998,2.06,0.40311288741492746,0.4609772228646444
1.6500000000000004,2.06,0.447213595499958,0.45
1.7000000000000002,2.0100000000000002,0.42720018726587655,0.4609772228646444
1.75,2.0100000000000002,0.447213595499958,0.4301162633521314
1.7999999999999998,1.9600000000000004,0.42720018726587655,0.447213595499958
1.8500000000000005,1.9600000000000004,0.447213595499958,0.42720018726587655
1.9000000000000004,1.9099999999999997,0.4301162633521314,0.447213595499958
1.9500000000000002,1.9099999999999997,0.4609772228646444,0.42720018726587655
2.0,1.8599999999999999,0.42720018726587655,0.4609772228646444
2.05,1.8599999999999999,0.447213595499958,0.447213595499958
2.1000000000000005,1.81,0.42720018726587655,0.47434164902525694
2.1500000000000004,1.81,0.447213595499958,0.4609772228646444
2.2,1.7600000000000002,0.42720018726587655,0.5
2.3,1.7600000000000002,0.4716990566028302,0.447213595499958
2.3500000000000005,1.71,0.4609772228646444,0.4716990566028302
2.4000000000000004,1.71,0.4949747468305833,0.447213595499958
2.5,1.6099999999999999,0.49244289008980524,0.5099019513592785
2.55,1.6099999999999999,0.5147815070493501,0.49244289008980524
2.6000000000000005,1.56,0.49244289008980524,0.5147815070493501
2.6500000000000004,1.56,0.5147815070493501,0.49244289008980524
2.7,1.5100000000000002,0.5,0.5147815070493501
2.75,1.5100000000000002,0.5315072906367325,0.49244289008980524
2.8500000000000005,1.4100000000000001,0.47434164902525694,0.5385164807134504
2.95,1.4100000000000001,0.5099019513592785,0.49244289008980524
3.000000000000001,1.3599999999999999,0.47434164902525694,0.5147815070493501
3.05,1.3599999999999999,0.49244289008980524,0.49244289008980524
3.1000000000000005,1.31,0.4716990566028302,0.5147815070493501
3.1499999999999995,1.31,0.49244289008980524,0.49244289008980524
3.2,1.2600000000000002,0.4716990566028302,0.5147815070493501
3.250000000000001,1.2600000000000002,0.49244289008980524,0.49244289008980524
3.3,1.21,0.4716990566028302,0.5147815070493501
3.3500000000000005,1.21,0.49244289008980524,0.49244289008980524
3.3999999999999995,1.1600000000000001,0.4716990566028302,0.5147815070493501
3.45,1.1600000000000001,0.49244289008980524,0.49244289008980524
3.500000000000001,1.1099999999999999,0.4609772228646444,0.5
3.55,1.1099999999999999,0.47434164902525694,0.4716990566028302
3.6000000000000005,1.06,0.447213595499958,0.49244289008980524
3.6499999999999995,1.06,0.4716990566028302,0.4716990566028302
3.7,1.0100000000000002,0.447213595499958,0.49244289008980524
3.750000000000001,1.0100000000000002,0.4716990566028302,0.4716990566028302
3.8,0.96,0.4609772228646444,0.49244289008980524
3.8500000000000005,0.96,0.49244289008980524,0.4716990566028302
3.8999999999999995,0.9100000000000001,0.4716990566028302,0.49244289008980524
3.95,0.9100000000000001,0.49244289008980524,0.4716990566028302
4.000000000000001,0.8599999999999999,0.45276925690687087,0.49244289008980524
4.05,0.8599999999999999,0.4609772228646444,0.4609772228646444
4.1000000000000005,0.81,0.42720018726587655,0.4716990566028302
4.1499999999999995,0.81,0.447213595499958,0.447213595499958
4.2,0.7600000000000002,0.41231056256176607,0.4716990566028302
4.3,0.7600000000000002,0.447213595499958,0.42720018726587655
4.3500000000000005,0.71,0.41231056256176607,0.447213595499958
4.400000000000001,0.71,0.42720018726587655,0.42720018726587655
4.45,0.6600000000000001,0.40311288741492746,0.447213595499958
4.500000000000001,0.6600000000000001,0.42720018726587655,0.42720018726587655
4.55,0.6099999999999999,0.40311288741492746,0.447213595499958
4.6000000000000005,0.6099999999999999,0.4301162633521314,0.42720018726587655
4.650000000000001,0.56,0.4242640687119285,0.447213595499958
4.7,0.56,0.4609772228646444,0.42720018726587655
4.8,0.45999999999999996,0.4609772228646444,0.4716990566028302
4.8500000000000005,0.45999999999999996,0.4949747468305833,0.447213595499958
4.95,0.3599999999999999,0.4949747468305833,0.49244289008980524
5.000000000000001,0.3599999999999999,0.5315072906367325,0.4716990566028302
5.250000000000001,0.10999999999999988,0.570087712549569,0.5830951894845301
5.3,0.10999999999999988,0.6103277807866851,0.5590169943749475
5.650000000000001,-0.24,0.7433034373659253,0.7158910531638177
5.650000000000001,-0.3400000000000001,0.7158910531638177,0.8062257748298549
5.7,-0.3900000000000001,0.7566372975210779,0.7632168761236874
5.650000000000001,-0.43999999999999995,0.70178344238091,0.7778174593052023
5.650000000000001,-0.54,0.7000000000000001,0.7071067811865476
5.6000000000000005,-0.5900000000000001,0.65,0.7106335201775948
5.6000000000000005,-0.74,0.65,0.6264982043070835
5.55,-0.79,0.6000000000000001,0.6264982043070835
5.55,-0.8400000000000001,0.6000000000000001,0.5830951894845301
5.500000000000001,-0.8900000000000001,0.55,0.570087712549569
5.500000000000001,-0.94,0.55,0.5315072906367325
5.45,-0.99,0.5,0.5315072906367325
5.45,-1.04,0.5024937810560445,0.4949747468305833
5.400000000000001,-1.09,0.4609772228646444,0.5
5.400000000000001,-1.1400000000000001,0.47434164902525694,0.4609772228646444
5.3500000000000005,-1.19,0.447213595499958,0.4609772228646444
5.3500000000000005,-1.2400000000000002,0.4716990566028302,0.4242640687119285
5.250000000000001,-1.34,0.4609772228646444,0.4242640687119285
5.2,-1.34,0.4242640687119285,0.447213595499958
5.150000000000001,-1.3900000000000001,0.4301162633521314,0.4301162633521314
5.1000000000000005,-1.3900000000000001,0.40311288741492746,0.45
5.05,-1.44,0.42720018726587655,0.40311288741492746
5.000000000000001,-1.44,0.41231056256176607,0.41231056256176607
4.95,-1.4900000000000002,0.45276925690687087,0.38078865529319544
